rule_number,lhs,rhs,confidence,lift,leverage,conviction
560,"['97+=97+_1', '106. PATRóN DE ANTICUERPOS ANTINUCLEARES O ANA=101_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[100.00, 140.00)']",['105. ANTICUERPOS ANTINUCLEARES O ANA=100_1'],1.0,1.84,0.14,663.81
563,"['97+=97+_1', '106. PATRóN DE ANTICUERPOS ANTINUCLEARES O ANA=101_1', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[100.00, 140.00)']",['105. ANTICUERPOS ANTINUCLEARES O ANA=100_1'],1.0,1.84,0.14,663.81
565,"['97+=97+_1', '106. PATRóN DE ANTICUERPOS ANTINUCLEARES O ANA=101_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[100.00, 140.00)']","['105. ANTICUERPOS ANTINUCLEARES O ANA=100_1', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)']",1.0,1.84,0.14,663.81
744,['106. PATRóN DE ANTICUERPOS ANTINUCLEARES O ANA=101_1'],"['97+=97+_1', '105. ANTICUERPOS ANTINUCLEARES O ANA=100_1']",0.97,1.91,0.15,14.88
748,"['106. PATRóN DE ANTICUERPOS ANTINUCLEARES O ANA=101_1', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)']","['97+=97+_1', '105. ANTICUERPOS ANTINUCLEARES O ANA=100_1']",0.97,1.91,0.15,14.88
750,['106. PATRóN DE ANTICUERPOS ANTINUCLEARES O ANA=101_1'],"['97+=97+_1', '105. ANTICUERPOS ANTINUCLEARES O ANA=100_1', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)']",0.97,1.91,0.15,14.88
765,"['106. PATRóN DE ANTICUERPOS ANTINUCLEARES O ANA=101_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[100.00, 140.00)']","['97+=97+_1', '105. ANTICUERPOS ANTINUCLEARES O ANA=100_1']",0.97,1.9,0.14,14.51
769,"['106. PATRóN DE ANTICUERPOS ANTINUCLEARES O ANA=101_1', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[100.00, 140.00)']","['97+=97+_1', '105. ANTICUERPOS ANTINUCLEARES O ANA=100_1']",0.97,1.9,0.14,14.51
771,"['106. PATRóN DE ANTICUERPOS ANTINUCLEARES O ANA=101_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[100.00, 140.00)']","['97+=97+_1', '105. ANTICUERPOS ANTINUCLEARES O ANA=100_1', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)']",0.97,1.9,0.14,14.51
711,['106. PATRóN DE ANTICUERPOS ANTINUCLEARES O ANA=101_1'],"['105. ANTICUERPOS ANTINUCLEARES O ANA=100_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[100.00, 140.00)']",0.97,1.85,0.14,18.24
715,"['106. PATRóN DE ANTICUERPOS ANTINUCLEARES O ANA=101_1', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)']","['105. ANTICUERPOS ANTINUCLEARES O ANA=100_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[100.00, 140.00)']",0.97,1.85,0.14,18.24
717,['106. PATRóN DE ANTICUERPOS ANTINUCLEARES O ANA=101_1'],"['105. ANTICUERPOS ANTINUCLEARES O ANA=100_1', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[100.00, 140.00)']",0.97,1.85,0.14,18.24
720,"['97+=97+_1', '106. PATRóN DE ANTICUERPOS ANTINUCLEARES O ANA=101_1']","['105. ANTICUERPOS ANTINUCLEARES O ANA=100_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[100.00, 140.00)']",0.97,1.85,0.14,17.65
724,"['97+=97+_1', '106. PATRóN DE ANTICUERPOS ANTINUCLEARES O ANA=101_1', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)']","['105. ANTICUERPOS ANTINUCLEARES O ANA=100_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[100.00, 140.00)']",0.97,1.85,0.14,17.65
726,"['97+=97+_1', '106. PATRóN DE ANTICUERPOS ANTINUCLEARES O ANA=101_1']","['105. ANTICUERPOS ANTINUCLEARES O ANA=100_1', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[100.00, 140.00)']",0.97,1.85,0.14,17.65
1573,['106. PATRóN DE ANTICUERPOS ANTINUCLEARES O ANA=101_1'],"['97+=97+_1', '105. ANTICUERPOS ANTINUCLEARES O ANA=100_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[100.00, 140.00)']",0.94,1.92,0.14,8.71
1577,"['106. PATRóN DE ANTICUERPOS ANTINUCLEARES O ANA=101_1', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)']","['97+=97+_1', '105. ANTICUERPOS ANTINUCLEARES O ANA=100_1', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[100.00, 140.00)']",0.94,1.92,0.14,8.71
1579,['106. PATRóN DE ANTICUERPOS ANTINUCLEARES O ANA=101_1'],"['97+=97+_1', '105. ANTICUERPOS ANTINUCLEARES O ANA=100_1', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[100.00, 140.00)']",0.94,1.92,0.14,8.71
1700,"['97+=97+_1', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 2.50)']","['96+=96+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0']",0.94,1.68,0.15,6.99
1701,"['97+=97+_1', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 2.50)']","['96+=96+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0']",0.94,1.68,0.15,6.99
1702,"['97+=97+_1', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 2.50)']","['96+=96+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)']",0.94,1.68,0.15,6.99
1718,"['97+=97+_1', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 2.50)']","['96+=96+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0']",0.94,1.67,0.2,6.76
1719,"['97+=97+_1', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 2.50)']","['96+=96+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0']",0.94,1.67,0.2,6.76
1720,"['97+=97+_1', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 2.50)']","['96+=96+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)']",0.94,1.67,0.2,6.76
1712,"['97+=97+_1', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 2.50)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[100.00, 140.00)']","['96+=96+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0']",0.94,1.67,0.14,6.81
1713,"['97+=97+_1', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 2.50)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[100.00, 140.00)']","['96+=96+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0']",0.94,1.67,0.14,6.81
1714,"['97+=97+_1', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 2.50)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[100.00, 140.00)']","['96+=96+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)']",0.94,1.67,0.14,6.81
1775,"['96+=96+_1', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 2.50)']","['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0']",0.93,1.67,0.2,6.61
1777,"['96+=96+_1', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 2.50)']","['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0']",0.93,1.67,0.2,6.61
1778,"['96+=96+_1', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 2.50)']","['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)']",0.93,1.67,0.2,6.61
1772,"['97+=97+_1', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 2.50)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[100.00, 140.00)']","['96+=96+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0']",0.93,1.67,0.18,6.64
1773,"['97+=97+_1', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 2.50)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[100.00, 140.00)']","['96+=96+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0']",0.93,1.67,0.18,6.64
1774,"['97+=97+_1', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 2.50)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[100.00, 140.00)']","['96+=96+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)']",0.93,1.67,0.18,6.64
1799,"['96+=96+_1', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 2.50)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[100.00, 140.00)']","['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0']",0.93,1.66,0.18,6.35
1800,"['96+=96+_1', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 2.50)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[100.00, 140.00)']","['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0']",0.93,1.66,0.18,6.35
1801,"['96+=96+_1', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 2.50)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[100.00, 140.00)']","['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)']",0.93,1.66,0.18,6.35
1820,"['96+=96+_1', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 2.50)']","['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0']",0.93,1.66,0.14,6.21
1821,"['96+=96+_1', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 2.50)']","['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0']",0.93,1.66,0.14,6.21
1822,"['96+=96+_1', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 2.50)']","['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)']",0.93,1.66,0.14,6.21
1844,"['96+=96+_1', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 2.50)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[100.00, 140.00)']","['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0']",0.93,1.66,0.13,5.89
1845,"['96+=96+_1', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 2.50)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[100.00, 140.00)']","['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0']",0.93,1.66,0.13,5.89
1846,"['96+=96+_1', '126. NUMERO DE ARTICULACIONES DOLOROSAS=[0.00, 4.36)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 2.50)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[100.00, 140.00)']","['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)']",0.93,1.66,0.13,5.89
2617,"['97+=97+_1', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 2.50)']","['96+=96+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[100.00, 140.00)']",0.88,1.66,0.18,4.02
2618,"['97+=97+_1', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 2.50)']","['96+=96+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[100.00, 140.00)']",0.88,1.66,0.18,4.02
2619,"['97+=97+_1', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 2.50)']","['96+=96+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)', '148. DOSIS DE LEFLUNOMIDA FORMULADA EN MILIGRAMOS A LA SEMANA=[100.00, 140.00)']",0.88,1.66,0.18,4.02
2684,['105. ANTICUERPOS ANTINUCLEARES O ANA=100_0'],['97+=97+_1'],0.88,0.96,-0.01,0.74
2687,"['105. ANTICUERPOS ANTINUCLEARES O ANA=100_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)']",['97+=97+_1'],0.88,0.96,-0.01,0.74
2688,['105. ANTICUERPOS ANTINUCLEARES O ANA=100_0'],"['97+=97+_1', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)']",0.88,0.96,-0.01,0.74
2808,"['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0']","['96+=96+_1', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 2.50)']",0.87,1.67,0.2,3.67
2809,"['97+=97+_1', '138. NOMBRE DEL CORTICOIDE FORMULADO (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA)=132_0', '37. TIEMPO EN MESES QUE RECIBIO LEFLUNOMIDA=[0.00, 225.00)']","['96+=96+_1', '139. DOSIS DE CORTICOIDES FORMULADA HACIENDO EQUIVALENCIA A PREDNISOLONA EN MILIGRAMOS DIARIOS (PREDNISOLONA// DEFLAZACORT// METILPREDNISOLONA O SIMILARES)=[0.00, 2.50)']",0.87,1.67,0.2,3.67
